competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202205;3;35;355030;N;8299701;1;410105;101;7;34;44,00;3;1;0;1;97;0;0;0;2611,14;9;0;1;202205;202301;1;0;5;2611,14
202205;2;28;280290;F;4221902;1;715615;101;3;30;44,00;2;1;0;1;97;0;0;0;1212,00;7;0;1;202205;202301;1;0;5;1212,00
202205;5;53;530010;N;7711000;1;142105;101;7;30;44,00;1;1;0;1;97;0;0;0;16000,00;1;0;1;202212;202301;1;1;5;16000,00
202205;3;35;350650;G;4782201;1;414110;101;7;21;44,00;1;1;0;1;97;0;0;0;1629,56;1;0;1;202212;202301;1;1;5;1629,56
202205;3;35;354390;O;8411600;1;331205;105;9;37;27,00;1;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;33;330170;C;1412602;-1;763210;101;5;21;45,00;1;3;0;1;40;0;0;0;1292,89;1;0;1;202205;202301;1;0;5;1292,89
202205;3;35;350600;S;9491000;1;373105;101;7;44;36,00;1;1;0;1;97;0;0;0;,00;5;0;1;202205;202301;1;0;5;,00
202205;3;31;310860;F;4330499;-1;715505;101;7;21;44,00;3;1;0;1;40;0;0;0;1900,00;6;0;1;202205;202301;1;0;5;1900,00
202205;4;43;431245;P;8513900;1;251605;106;9;32;44,00;1;3;0;1;97;0;0;9;;4;0;1;202207;202301;1;1;99;
202205;3;35;351640;F;4120400;-1;411005;101;7;19;40,00;1;1;0;1;40;0;0;0;1668,89;2;0;1;202205;202301;1;0;5;1668,89
202205;3;35;353180;O;8411600;-1;231210;101;9;41;30,00;6;3;0;1;40;0;0;1;2811,00;2;0;1;202211;202301;1;1;1;18,74
202205;3;35;354990;N;8299706;-1;421205;101;7;37;44,00;6;1;0;1;40;0;0;0;1300,00;2;0;1;202205;202301;1;0;5;1300,00
202205;3;31;310860;F;4330499;-1;513205;101;5;55;44,00;1;3;0;1;31;0;0;0;1450,00;6;0;1;202205;202301;1;0;5;1450,00
202205;3;35;355030;G;4754701;-1;142605;101;9;30;48,00;6;1;0;1;31;0;0;0;10000,00;1;0;1;202205;202301;1;0;5;10000,00
202205;4;43;431680;F;4120400;1;716510;101;5;28;45,00;1;1;0;4;97;0;0;0;1912,50;6;0;1;202205;202301;1;0;1;8,50
202205;3;35;355030;G;4782201;1;521105;101;7;44;36,00;1;1;0;1;97;0;0;0;,00;3;0;1;202205;202301;1;0;5;,00
202205;2;26;261530;G;4712100;-1;521110;101;7;52;44,00;6;1;0;1;31;0;0;0;3100,00;2;0;1;202212;202301;1;1;5;3100,00
202205;2;26;261530;G;4712100;-1;411010;101;7;36;44,00;6;1;0;1;31;0;0;0;3100,00;2;0;1;202210;202301;1;1;5;3100,00
202205;1;13;130260;N;7820500;1;731180;106;7;31;44,00;3;1;0;1;97;0;0;0;1728,00;9;0;1;202205;202301;1;0;5;1728,00
202205;2;23;230440;G;4752100;-1;521110;101;7;35;44,00;6;1;0;1;31;0;0;0;1337,93;4;0;1;202205;202301;1;0;5;1337,93
202205;3;31;313900;F;4110700;1;411010;101;7;30;44,00;1;3;0;1;97;0;0;0;1260,00;5;0;1;202205;202301;1;0;5;1260,00
202205;3;35;355410;O;8412400;-1;331110;101;7;38;44,00;6;3;0;1;40;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202205;3;35;355220;F;4120400;1;715210;101;4;57;44,00;6;1;0;4;97;0;0;0;2030,60;1;0;1;202205;202301;1;0;1;9,23
202205;2;26;261530;I;5611201;1;513205;101;7;47;44,00;3;1;0;1;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;3;35;355410;O;8412400;-1;331110;101;8;27;44,00;6;1;0;1;40;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202205;2;26;260190;A;155502;1;623315;101;7;20;44,00;6;1;0;1;97;0;0;0;1212,00;6;0;1;202205;202301;1;0;5;1212,00
202205;2;29;291080;F;4221902;1;732120;101;7;30;44,00;2;1;0;1;97;0;0;0;2142,21;9;0;1;202205;202301;1;0;5;2142,21
202205;4;41;410940;C;1610204;1;784205;101;7;26;44,00;1;1;0;1;97;0;0;0;1601,60;5;0;1;202205;202301;1;0;5;1601,60
202205;4;41;411990;M;7319002;-1;422315;101;7;21;44,00;1;3;0;1;32;0;0;0;1340,00;2;0;1;202205;202301;1;0;5;1340,00
202205;3;33;330455;K;6622300;1;411005;101;7;22;44,00;1;3;0;1;97;0;0;0;1132,88;6;0;1;202205;202301;1;0;5;1132,88
202205;2;26;261530;G;4712100;-1;142105;101;7;24;44,00;6;1;0;1;31;0;0;0;3100,00;2;0;1;202210;202301;1;1;5;3100,00
202205;3;35;350950;I;5611203;-1;999999;101;7;21;44,00;1;3;0;1;40;0;0;0;1500,00;4;0;1;202205;202301;1;0;5;1500,00
202205;3;35;355410;O;8412400;-1;334105;101;7;35;44,00;6;3;0;1;40;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202205;2;27;270430;N;8111700;-1;517410;101;7;63;44,00;6;1;0;1;31;0;0;0;1345,00;1;0;1;202207;202301;1;1;5;1345,00
202205;3;35;354390;O;8411600;1;331205;105;9;25;30,00;1;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;31;310620;O;8411600;-1;225150;105;80;29;18,00;1;1;0;1;31;0;0;0;6497,22;10;0;1;202205;202301;1;0;5;6497,22
202205;3;33;330250;G;4763603;1;521110;101;7;23;48,00;2;3;0;1;97;0;0;0;1283,73;2;0;1;202205;202301;1;0;5;1283,73
202205;1;16;160030;G;4744004;1;913120;101;2;53;44,00;6;1;0;1;97;0;0;0;2500,00;1;0;1;202205;202301;1;0;5;2500,00
202205;3;33;330455;G;4644301;1;521110;101;7;32;44,00;6;3;0;1;97;0;0;0;1100,00;1;0;1;202210;202301;1;1;5;1100,00
202205;9;99;999999;A;115600;1;622020;101;6;26;44,00;3;1;2;3;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;1;13;130260;N;7820500;1;731150;106;7;23;44,00;3;1;0;1;97;0;0;0;1515,80;9;0;1;202205;202301;1;0;1;6,89
202205;1;16;160030;G;4744004;1;914405;101;6;21;44,00;6;1;0;1;97;0;0;0;1375,00;1;0;1;202205;202301;1;0;5;1375,00
202205;3;33;330270;F;4321500;-1;411005;101;7;38;48,00;6;3;0;1;31;0;0;0;1900,00;2;0;1;202205;202301;1;0;5;1900,00
202205;3;35;354140;M;7020400;-1;411010;101;7;52;,44;1;1;0;1;31;0;0;0;1357,00;2;0;1;202206;202301;1;1;5;1357,00
202205;4;43;431680;F;4120400;1;716510;101;4;36;45,00;1;1;0;4;97;0;0;0;1912,50;6;0;1;202205;202301;1;0;1;8,50
202205;3;35;355280;N;7820500;1;414140;101;7;50;44,00;3;1;0;1;97;0;0;0;1240,80;10;0;1;202205;202301;1;0;1;5,64
202205;4;42;420420;G;4731800;1;521135;101;7;42;44,00;6;3;0;1;97;0;0;0;2500,00;3;0;1;202205;202301;1;0;5;2500,00
202205;3;35;353180;O;8411600;-1;231210;101;9;33;30,00;3;3;0;1;40;0;0;1;2626,50;2;0;1;202211;202301;1;1;1;17,51
202205;3;33;330050;G;4729699;-1;521125;101;6;31;44,00;1;1;0;1;40;0;0;0;1283,73;1;0;1;202205;202301;1;0;5;1283,73
202205;5;52;520870;G;4712100;1;784110;101;7;21;44,00;3;1;0;1;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;2;26;260620;S;9511800;1;951305;101;7;29;44,00;3;1;0;1;97;0;0;0;1280,00;2;0;1;202206;202301;1;1;5;1280,00
202205;2;26;261530;G;4712100;-1;411005;101;9;23;44,00;6;3;0;1;31;0;0;0;3000,00;2;0;1;202209;202301;1;1;5;3000,00
202205;2;28;280060;R;9312300;1;224135;101;7;53;44,00;6;1;0;1;97;0;0;0;1212,00;6;0;1;202205;202301;1;0;5;1212,00
202205;2;26;260400;S;9512600;-1;521140;101;7;38;40,00;1;1;0;1;31;0;0;0;1212,00;2;0;1;202205;202301;1;0;5;1212,00
202205;3;35;350410;G;4754701;1;521110;101;7;39;44,00;3;3;0;1;97;0;0;0;1818,00;1;0;1;202210;202301;1;1;5;1818,00
202205;1;15;150220;C;2320600;-1;911305;101;7;31;44,00;1;1;0;1;32;0;0;0;2531,00;8;0;1;202205;202301;1;0;5;2531,00
202205;3;31;310620;N;8112500;-1;717020;101;7;57;44,00;6;1;0;1;31;0;0;0;1333,20;1;0;1;202205;202301;1;0;5;1333,20
202205;3;31;310620;N;8112500;-1;717020;101;7;51;44,00;6;1;0;1;31;0;0;0;1333,20;1;0;1;202205;202301;1;0;5;1333,20
202205;5;52;520390;A;155501;-1;623305;101;6;28;42,86;1;1;2;3;31;0;0;0;1212,00;3;0;1;202205;202301;1;0;5;1212,00
202205;1;13;130140;G;4712100;1;521110;101;7;33;45,00;3;1;0;1;97;0;0;0;1212,00;3;0;1;202207;202301;1;1;5;1212,00
202205;3;32;320520;N;7739099;-1;514320;101;7;65;43,50;1;3;0;1;31;0;0;0;1209,55;3;0;1;202205;202301;1;0;5;1209,55
202205;3;31;310560;F;4292802;1;725205;101;7;32;44,00;6;1;0;1;97;0;0;0;1999,44;8;0;1;202205;202301;1;0;5;1999,44
202205;3;31;314390;G;4644301;-1;322225;101;7;34;45,00;1;1;0;1;40;0;0;0;1340,00;3;0;1;202205;202301;1;0;5;1340,00
202205;3;35;350750;M;7112000;-1;141205;101;9;62;44,00;1;1;0;1;31;0;0;9;4000,00;2;0;1;202210;202301;1;1;5;4000,00
202205;2;26;260950;F;4399103;-1;142105;101;7;25;44,00;6;1;0;1;31;0;0;0;3100,00;3;0;1;202210;202301;1;1;5;3100,00
202205;3;35;352720;G;4711302;1;141415;101;7;21;44,00;1;1;0;1;97;0;0;0;3850,00;1;0;1;202205;202301;1;0;5;3850,00
202205;3;35;355030;N;8299701;1;411005;101;7;18;44,00;1;1;0;1;97;0;0;0;1740,77;9;0;1;202205;202301;1;0;5;1740,77
202205;3;35;355030;N;8299701;1;951105;101;7;25;44,00;3;1;0;1;97;0;0;0;1786,46;9;0;1;202205;202301;1;0;5;1786,46
202205;3;35;353180;O;8411600;-1;231210;101;9;44;12,00;3;3;0;1;31;0;0;1;1050,60;2;0;1;202211;202301;1;1;1;17,51
202205;1;11;110020;G;4722901;1;848510;101;7;34;44,00;3;1;0;1;97;0;0;0;1758,00;1;0;1;202212;202301;1;1;5;1758,00
202205;1;15;150550;G;4721102;1;782305;101;4;46;44,00;6;1;0;1;97;0;0;0;1500,00;5;0;1;202205;202301;1;0;5;1500,00
202205;2;27;270430;N;8111700;-1;517410;101;7;41;36,00;3;1;0;1;31;0;0;0;1345,00;1;0;1;202207;202301;1;1;5;1345,00
202205;4;41;410690;G;4712100;1;415210;101;7;26;44,00;6;1;0;1;97;0;0;0;1684,35;4;0;1;202207;202301;1;1;5;1684,35
202205;3;33;330100;I;5510801;1;514310;101;6;61;44,00;1;1;0;1;97;0;0;0;1273,53;4;0;1;202205;202301;1;0;5;1273,53
202205;3;35;353180;O;8411600;-1;231210;101;9;38;12,00;1;3;0;1;31;0;0;1;1191,60;2;0;1;202211;202301;1;1;1;19,86
202205;3;33;330490;P;8513900;1;413110;101;7;53;44,00;1;3;0;1;97;0;0;0;1212,00;1;0;1;202210;202301;1;1;5;1212,00
202205;3;35;351907;G;4781400;-1;521110;101;5;22;44,00;1;3;0;1;40;0;0;0;1545,88;3;0;1;202205;202301;1;0;5;1545,88
202205;3;35;355240;G;4781400;-1;521110;101;7;39;44,00;6;3;0;1;31;0;0;0;1479,73;3;0;1;202205;202301;1;0;5;1479,73
202205;3;35;351880;G;4761001;-1;252105;101;9;54;30,00;1;1;0;1;31;0;0;0;3352,39;3;0;1;202205;202301;1;0;5;3352,39
202205;1;15;150420;F;4212000;1;715120;101;7;44;44,00;6;1;0;1;97;0;0;0;1901,73;1;0;1;202207;202301;1;1;5;1901,73
202205;3;35;350550;Q;8660700;1;322205;101;7;49;40,00;6;3;0;1;97;0;0;0;2081,25;7;0;1;202205;202301;1;0;5;2081,25
202205;3;35;355220;N;8211300;-1;517420;101;6;28;44,00;1;3;0;1;31;0;0;0;1105,00;6;0;1;202205;202301;1;0;5;1105,00
202205;5;52;520450;I;5510801;1;411010;103;6;16;24,00;3;3;0;1;97;0;0;1;716,40;5;1;1;202205;202301;1;0;1;5,97
202205;5;50;500270;M;7490104;1;414140;103;5;14;36,00;6;1;0;1;97;0;0;0;1024,84;4;1;1;202205;202301;1;0;5;1024,84
202205;3;35;351440;F;4313400;1;715135;101;8;49;44,00;1;1;0;1;97;0;0;0;2305,00;2;0;1;202205;202301;1;0;5;2305,00
202205;3;31;310860;F;4330499;-1;514320;101;7;33;44,00;1;3;0;1;31;0;0;0;1500,00;6;0;1;202205;202301;1;0;5;1500,00
202205;3;35;355030;N;8299701;1;715115;101;7;50;44,00;3;1;0;1;97;0;0;0;2086,97;9;0;1;202205;202301;1;0;5;2086,97
202205;2;24;240810;G;4643502;1;521140;101;7;30;44,00;6;1;0;1;97;0;0;0;1215,00;4;0;1;202205;202301;1;0;5;1215,00
202205;3;35;355030;N;8230001;1;521115;101;7;20;44,00;3;1;0;1;97;0;0;0;1450,00;6;0;1;202205;202301;1;0;5;1450,00
202205;3;33;330350;G;4784900;1;782310;101;7;37;48,00;1;1;0;1;97;0;0;0;1449,48;2;0;1;202205;202301;1;0;5;1449,48
202205;3;35;354390;O;8411600;1;331205;105;9;24;30,00;1;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;35;353180;O;8411600;-1;239205;101;9;38;24,00;1;3;0;1;40;0;0;1;2419,20;2;0;1;202211;202301;1;1;1;20,16
202205;2;29;292740;S;9430800;1;251605;101;9;39;44,00;6;1;0;1;97;0;0;0;3105,00;5;0;1;202205;202301;1;0;5;3105,00
202205;3;33;330010;G;4761003;1;513425;101;4;23;44,00;1;1;0;1;97;0;0;0;1400,00;2;0;1;202205;202301;1;0;5;1400,00
202205;2;26;260960;F;4329199;1;710205;101;7;43;44,00;6;1;0;1;97;0;0;0;2998,60;6;0;1;202205;202301;1;0;1;13,63
202205;3;35;354390;O;8411600;1;331205;105;9;26;30,00;1;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;31;310560;F;4292802;1;911205;101;7;19;44,00;6;1;0;1;97;0;0;0;1416,50;8;0;1;202205;202301;1;0;5;1416,50
202205;3;31;310560;F;4292802;1;725205;101;7;37;44,00;3;1;0;1;97;0;0;0;1999,44;8;0;1;202205;202301;1;0;5;1999,44
202205;2;25;250750;F;4120400;-1;715210;101;7;40;40,00;3;1;0;4;31;0;0;0;1778,78;1;0;1;202205;202301;1;0;5;1778,78
202205;3;31;310860;F;4330499;-1;715505;101;6;39;44,00;1;1;0;1;40;0;0;0;1900,00;6;0;1;202205;202301;1;0;5;1900,00
202205;3;33;330455;K;6622300;1;411005;101;7;26;44,00;5;1;0;1;97;0;0;0;1132,88;6;0;1;202205;202301;1;0;5;1132,88
202205;3;35;350280;C;1412601;-1;763210;101;7;59;44,00;1;3;0;1;31;0;0;0;1518,00;3;0;1;202205;202301;1;0;5;1518,00
202205;3;35;355030;M;6920601;1;252405;101;9;40;44,00;1;3;0;1;97;0;0;0;3200,00;1;0;1;202205;202301;1;0;5;3200,00
202205;3;35;355030;N;7820500;1;342125;106;7;23;44,00;1;1;0;1;97;0;0;0;2055,29;7;0;1;202205;202301;1;0;5;2055,29
202205;2;29;291480;G;4773300;1;521105;101;7;40;40,00;1;3;0;1;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;3;33;330330;I;5611201;1;513405;101;7;49;44,00;3;1;0;1;97;0;0;0;1476,00;5;0;1;202205;202301;1;0;5;1476,00
202205;3;33;330100;Q;8640206;1;410105;101;9;45;,44;3;3;0;1;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;3;33;330400;G;4731800;1;521135;101;7;21;44,00;1;1;0;1;97;0;0;0;1239,94;4;0;1;202205;202301;1;0;5;1239,94
202205;3;31;313820;G;4520003;-1;914425;101;3;48;44,00;3;3;0;1;31;0;0;9;;2;0;1;202212;202301;1;1;99;
202205;3;31;310860;F;4330499;-1;715315;101;5;47;44,00;1;1;0;1;31;0;0;0;1900,00;6;0;1;202205;202301;1;0;5;1900,00
202205;3;35;351350;C;3314718;-1;724315;101;7;45;44,00;1;1;0;1;32;0;0;0;1737,68;9;0;1;202205;202301;1;0;5;1737,68
202205;3;31;315690;A;119902;1;622020;101;7;30;44,00;1;3;2;3;97;0;0;0;,00;5;0;1;202205;202301;1;0;7;,00
202205;3;31;310860;F;4330499;-1;715315;101;5;31;44,00;1;1;0;1;40;0;0;0;1900,00;6;0;1;202205;202301;1;0;5;1900,00
202205;3;35;354880;N;8220200;1;422310;101;7;21;36,00;1;3;0;1;97;0;0;0;1216,16;9;0;1;202205;202301;1;0;5;1216,16
202205;5;53;530010;L;6810201;1;252515;101;8;21;44,00;3;1;0;1;97;0;0;0;1587,86;6;0;1;202205;202301;1;0;5;1587,86
202205;3;35;355410;O;8412400;-1;331110;101;7;18;44,00;6;3;0;1;40;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202205;3;35;354390;O;8411600;1;331205;105;9;42;30,00;1;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;4;41;410690;G;4712100;1;415210;101;7;31;44,00;6;1;0;1;97;0;0;0;1684,35;4;0;1;202207;202301;1;1;5;1684,35
202205;3;35;353180;O;8411600;-1;231210;101;9;45;12,00;3;3;0;1;31;0;0;1;1050,60;2;0;1;202211;202301;1;1;1;17,51
202205;5;52;520870;N;8211300;-1;521125;101;7;22;44,00;6;1;0;1;32;0;0;0;1287,72;7;0;1;202205;202301;1;0;5;1287,72
202205;3;35;355030;N;8011101;1;517330;101;7;36;44,00;3;1;0;1;97;0;0;0;1950,00;10;0;1;202205;202301;1;0;5;1950,00
202205;2;29;291920;G;4752100;1;521110;101;7;24;44,00;6;1;0;1;97;0;0;0;1396,00;2;0;1;202205;202301;1;0;5;1396,00
202205;1;13;130260;Q;8621601;-1;322205;101;8;28;44,00;3;3;0;1;31;0;0;0;1386,99;5;0;1;202206;202301;1;1;5;1386,99
202205;4;41;410480;M;7119703;1;715210;101;7;49;44,00;6;1;0;1;97;0;0;0;2092,20;1;0;1;202205;202301;1;0;1;9,51
202205;2;27;270690;C;2330301;-1;715205;101;7;31;44,00;6;1;0;1;31;0;0;0;1372,17;5;0;1;202207;202301;1;1;5;1372,17
202205;4;41;410690;G;4712100;1;420135;101;7;44;44,00;6;1;0;1;97;0;0;0;2900,00;4;0;1;202207;202301;1;1;5;2900,00
202205;3;35;355540;I;5510801;1;513315;101;7;42;44,00;3;3;0;1;97;0;0;9;1600,00;2;0;1;202205;202301;1;0;5;1600,00
202205;4;42;420540;P;8511200;-1;231110;101;7;33;25,00;6;1;0;1;31;0;0;0;1500,00;3;0;1;202205;202301;1;0;5;1500,00
202205;3;35;355030;N;8011101;-1;517330;101;7;38;44,00;3;3;0;1;31;0;0;0;1845,56;9;0;1;202205;202301;1;0;5;1845,56
202205;3;31;310860;F;4330499;-1;715505;101;6;55;44,00;1;1;0;1;31;0;0;0;1900,00;6;0;1;202205;202301;1;0;5;1900,00
202205;2;25;250400;F;4399199;-1;715210;101;5;50;44,00;3;1;0;1;31;0;0;0;1736,83;6;0;1;202206;202301;1;1;5;1736,83
202205;2;26;260950;F;4399103;-1;715210;101;7;20;44,00;6;1;0;1;31;0;0;0;3100,00;3;0;1;202210;202301;1;1;5;3100,00
202205;3;31;310860;F;4330499;-1;715315;101;5;42;44,00;1;1;0;1;31;0;0;0;1850,00;6;0;1;202205;202301;1;0;5;1850,00
202205;4;41;410690;F;4120400;-1;715210;101;5;52;44,00;6;1;0;1;40;0;0;0;2299,00;6;0;1;202205;202301;1;0;1;10,45
202205;2;23;230520;P;8513900;-1;231205;101;7;28;44,00;1;3;0;1;40;0;0;0;348,00;4;0;1;202205;202301;1;0;5;348,00
202205;3;35;353180;O;8411600;-1;231210;101;9;58;40,00;1;3;0;1;31;0;0;0;4032,00;2;0;1;202211;202301;1;1;1;20,16
202205;3;35;355030;M;7490104;1;142305;101;80;37;40,00;3;1;0;1;97;0;0;0;13000,00;7;0;1;202205;202301;1;0;5;13000,00
202205;3;35;354870;N;7820500;1;422105;106;7;19;40,00;6;3;0;1;97;0;0;0;2598,00;9;0;1;202206;202301;1;1;5;2598,00
202205;3;35;355410;O;8412400;-1;331110;101;8;29;44,00;6;3;0;1;40;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202205;4;41;410150;C;3101200;1;862150;101;6;48;44,00;1;1;0;1;97;0;0;0;1987,21;5;0;1;202206;202301;1;1;5;1987,21
202205;1;13;130260;I;5611201;-1;325210;101;7;23;36,00;5;3;0;1;31;0;0;0;1500,00;7;0;1;202207;202301;1;1;5;1500,00
202205;3;35;351060;H;5310501;1;411010;103;6;16;20,00;3;3;0;1;97;0;0;1;569,36;5;1;1;202205;202301;1;0;5;569,36
202205;2;28;280290;F;4221902;1;732120;101;2;30;44,00;6;1;0;1;97;0;0;0;1525,02;7;0;1;202205;202301;1;0;5;1525,02
202205;3;35;355030;N;8299701;1;519940;101;7;44;44,00;3;3;0;1;97;0;0;0;1740,78;9;0;1;202205;202301;1;0;5;1740,78
202205;4;41;412080;N;7820500;1;784205;106;7;33;44,00;6;3;0;1;97;0;0;0;1434,40;1;0;1;202205;202301;1;0;1;6,52
202205;5;52;520110;I;5510801;-1;422120;101;7;27;42,00;1;1;0;1;32;0;0;0;1251,00;1;0;1;202206;202301;1;1;5;1251,00
202205;3;31;311860;G;4772500;1;521105;101;7;18;48,00;3;3;0;1;97;0;0;0;1288,77;1;0;1;202205;202301;1;0;5;1288,77
202205;3;35;354390;O;8411600;1;331205;105;9;28;27,00;3;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;31;317020;G;4789001;1;784205;101;6;31;44,00;3;3;0;1;97;0;0;0;1387,00;3;0;1;202205;202301;1;0;5;1387,00
202205;3;31;310620;F;4322302;1;514310;101;7;36;44,00;3;1;0;1;97;0;0;0;1668,89;8;0;1;202205;202301;1;0;5;1668,89
202205;3;35;355030;P;8511200;1;231110;101;9;44;40,00;6;3;0;1;97;0;0;0;3044,98;1;0;1;202205;202301;1;0;5;3044,98
202205;3;35;353180;O;8411600;-1;231210;101;9;48;12,00;1;3;0;1;31;0;0;1;1124,40;2;0;1;202211;202301;1;1;1;18,74
202205;2;28;280290;F;4221902;1;715615;101;7;26;44,00;3;1;0;1;97;0;0;0;1212,00;7;0;1;202205;202301;1;0;5;1212,00
202205;2;26;260950;F;4399103;-1;142105;101;7;27;44,00;6;1;0;1;31;0;0;0;2200,00;3;0;1;202207;202301;1;1;5;2200,00
202205;1;15;150442;F;4120400;1;717020;101;5;20;44,00;3;1;0;1;97;0;0;0;1243,67;5;0;1;202205;202301;1;0;5;1243,67
202205;4;41;410690;G;4712100;1;415210;101;7;33;44,00;6;1;0;1;97;0;0;0;1684,35;4;0;1;202207;202301;1;1;5;1684,35
202205;2;28;280290;F;4221902;1;732120;101;7;26;44,00;3;1;0;1;97;0;0;0;1525,02;7;0;1;202205;202301;1;0;5;1525,02
202205;2;27;270690;C;2330301;-1;717020;101;7;28;44,00;6;1;0;1;43;0;0;0;1212,00;5;0;1;202207;202301;1;1;5;1212,00
202205;4;41;410690;G;4712100;1;354140;101;7;29;44,00;6;3;0;1;97;0;0;0;1983,00;4;0;1;202207;202301;1;1;5;1983,00
202205;3;35;353640;C;2330301;1;782510;101;7;57;44,00;1;1;0;1;97;0;0;0;2066,00;3;0;1;202205;202301;1;0;5;2066,00
202205;3;32;320420;G;4711302;-1;848510;101;5;28;44,00;1;1;0;1;31;0;0;0;1468,52;5;0;1;202205;202301;1;0;5;1468,52
202205;2;27;270430;N;8111700;-1;517410;101;5;48;36,00;3;1;0;1;31;0;0;0;1345,00;1;0;1;202207;202301;1;1;5;1345,00
202205;4;42;420590;C;2229301;1;811770;101;6;33;44,00;1;1;0;1;97;0;0;0;1689,60;9;0;1;202205;202301;1;0;1;7,68
202205;2;27;270690;C;2330301;-1;717020;101;7;28;44,00;6;1;0;1;43;0;0;0;1212,00;5;0;1;202207;202301;1;1;5;1212,00
202205;3;35;354390;O;8411600;1;231315;105;9;21;30,00;3;1;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;3;35;352590;N;8220200;-1;422310;101;7;27;30,00;1;3;0;1;40;0;0;0;1010,00;10;0;1;202205;202301;1;0;5;1010,00
202205;4;41;410690;G;4712100;1;415210;101;7;29;44,00;6;3;0;1;97;0;0;0;1684,35;4;0;1;202207;202301;1;1;5;1684,35
202205;3;31;310670;C;2330399;1;411005;101;8;18;44,00;6;1;0;1;97;0;0;0;1212,00;3;0;1;202205;202301;1;0;5;1212,00
202205;3;35;353180;O;8411600;-1;231210;101;8;36;30,00;1;3;0;1;40;0;0;1;2626,50;2;0;1;202211;202301;1;1;1;17,51
202205;2;29;291080;F;4221902;1;910105;101;7;41;44,00;3;1;0;1;97;0;0;0;2244,23;9;0;1;202205;202301;1;0;5;2244,23
202205;5;50;500270;I;5611201;-1;422105;101;7;26;18,00;6;3;0;1;40;0;0;0;1358,50;1;0;1;202205;202301;1;0;5;1358,50
202205;3;31;317010;F;4330404;-1;716610;101;7;37;45,00;1;1;0;1;31;0;0;0;1632,00;2;0;1;202205;202301;1;0;5;1632,00
202205;3;35;354390;O;8411600;1;331205;105;9;32;27,00;2;3;0;1;97;0;0;0;,00;8;0;1;202211;202301;1;1;5;,00
202205;1;13;130260;H;4930201;-1;782510;101;7;37;44,00;3;1;0;1;31;0;0;0;2001,19;5;0;1;202205;202301;1;0;5;2001,19
202205;1;13;130260;Q;8621601;-1;322205;101;9;25;44,00;1;3;0;1;31;0;0;0;1386,99;5;0;1;202205;202301;1;0;5;1386,99
202205;3;32;320390;A;161099;1;622020;101;4;39;52,50;1;1;2;3;97;0;0;0;1212,00;3;0;1;202205;202301;1;0;5;1212,00
202205;5;52;521040;G;4711302;1;848510;101;7;20;44,00;3;1;0;1;97;0;0;0;13000,00;7;0;1;202205;202301;1;0;5;13000,00
202205;9;99;999999;A;151201;1;621005;101;7;25;44,00;3;3;2;3;97;0;0;0;1212,00;1;0;1;202205;202301;1;0;5;1212,00
202205;4;42;420590;C;2229301;1;811770;101;6;33;44,00;1;1;0;1;97;0;0;0;1689,60;9;0;1;202205;202301;1;0;1;7,68
202205;5;52;522045;G;4644301;-1;521105;101;7;26;44,00;3;3;0;1;32;0;0;0;1257,00;4;0;1;202205;202301;1;0;5;1257,00
202205;2;26;261530;G;4712100;-1;411010;101;5;23;44,00;6;1;0;1;31;0;0;0;3100,00;2;0;1;202210;202301;1;1;5;3100,00
202205;3;31;310860;F;4330499;-1;715315;101;5;33;44,00;1;1;0;1;31;0;0;0;1800,00;6;0;1;202205;202301;1;0;5;1800,00
202205;2;27;270430;N;8111700;-1;517410;101;7;41;36,00;6;1;0;1;31;0;0;0;1345,00;1;0;1;202207;202301;1;1;5;1345,00
202205;3;35;354140;M;7020400;-1;411010;101;7;62;,44;3;1;0;1;31;0;0;0;1509,00;2;0;1;202206;202301;1;1;5;1509,00
