competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo;unidadesaláriocódigo;valorsaláriofixo
202108;5;52;521760;C;2391503;1;142105;101;8;22;44,00;3;1;0;1;97;0;0;0;8200,00;4;0;1;202201;202301;1;1;5;8200,00
202108;3;35;355410;O;8412400;1;331110;101;7;43;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;233225;101;9;27;44,00;6;3;0;1;97;0;0;0;1764,59;2;0;1;202206;202301;1;1;5;1764,59
202108;3;35;355410;O;8412400;1;331110;101;8;41;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334105;101;9;43;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;8;32;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;26;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;20;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;49;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334105;101;8;24;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;8;21;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;411005;101;7;21;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;31;312710;H;4929901;1;514320;101;7;20;44,00;1;1;0;1;97;0;0;0;1197,00;1;0;1;202108;202301;1;0;5;1197,00
202108;3;35;355410;O;8412400;1;331110;101;8;38;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;42;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334105;101;9;35;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;9;56;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;31;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;43;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;33;330455;H;5212500;-1;783225;101;7;22;44,14;3;1;0;1;31;0;0;0;1138,73;7;0;1;202108;202301;1;0;5;1138,73
202108;3;35;355410;O;8412400;1;331110;101;9;44;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;55;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;24;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;21;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;46;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;54;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334105;101;7;24;44,00;6;1;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355030;G;4789008;-1;411005;101;7;22;44,00;1;3;0;1;40;0;0;0;1300,00;7;0;1;202201;202301;1;1;5;1300,00
202108;3;35;355410;O;8412400;1;331110;101;7;52;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;27;44,00;1;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;24;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334115;101;8;31;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;5;53;530010;I;5611203;1;513505;101;7;38;44,00;3;3;0;1;97;0;0;0;1188,00;1;0;1;202202;202301;1;1;5;1188,00
202108;1;15;150553;C;3314713;-1;992225;101;7;28;44,00;3;1;0;1;31;0;0;0;1100,00;4;0;1;202109;202301;1;1;5;1100,00
202108;5;52;520870;G;4711302;1;123105;101;9;33;44,00;3;1;0;1;97;0;0;0;1100,00;1;0;1;202108;202301;1;0;5;1100,00
202108;3;35;355410;O;8412400;1;331110;101;8;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;57;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;33;330455;H;5212500;-1;783225;101;7;25;44,00;6;1;0;1;31;0;0;0;1138,73;7;0;1;202111;202301;1;1;5;1138,73
202108;9;99;999999;A;322101;1;631325;101;7;39;44,00;6;3;2;3;97;0;0;0;1311,00;2;0;1;202108;202301;1;0;5;1311,00
202108;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;46;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;43;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;42;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;354870;N;8121400;1;514320;101;7;38;44,00;2;3;0;1;97;0;0;0;1253,07;7;0;1;202108;202301;1;0;5;1253,07
202108;3;35;355410;O;8412400;1;331110;101;7;40;44,00;6;3;0;1;97;0;0;0;1538,12;2;0;1;202206;202301;1;1;5;1538,12
202108;3;35;355410;O;8412400;1;331110;101;7;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;31;310030;G;4781400;1;521110;101;7;32;44,00;1;3;0;1;97;0;0;0;1100,00;2;0;1;202108;202301;1;0;5;1100,00
202108;5;52;520870;G;4642701;-1;784205;101;7;26;44,00;1;1;0;1;32;0;0;0;1200,00;4;0;1;202202;202301;1;1;5;1200,00
202108;2;29;291170;N;8011101;1;317205;101;7;28;44,00;6;1;0;1;97;0;0;0;1100,00;3;0;1;202108;202301;1;0;5;1100,00
202108;3;35;355410;O;8412400;1;331110;101;9;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;41;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;33;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;32;320530;G;4771701;1;121010;103;7;16;44,00;6;1;0;1;97;0;0;0;400,00;2;1;1;202110;202301;1;1;5;400,00
202108;3;35;355410;O;8412400;1;331110;101;8;39;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;1;15;150140;Q;8630501;1;411005;101;7;35;44,00;6;3;0;1;97;0;0;0;,01;4;0;1;202202;202301;1;1;5;,01
202108;3;35;355410;O;8412400;1;331110;101;7;37;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;29;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;5;50;500270;J;6319400;-1;411010;101;8;24;44,00;1;1;0;1;31;0;0;0;1320,00;4;0;1;202108;202301;1;0;1;6,00
202108;3;35;355410;O;8412400;1;331110;101;9;21;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;60;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;42;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;37;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;23;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;2;29;292740;G;4781400;-1;710205;101;9;47;51,33;6;3;0;1;31;0;0;0;1900,31;6;0;1;202109;202301;1;1;5;1900,31
202108;3;35;355410;O;8412400;1;331110;101;9;31;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;52;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;31;310560;F;4292802;1;725205;101;7;37;8,00;1;1;0;1;97;0;0;0;1900,00;7;0;1;202108;202301;1;0;5;1900,00
202108;3;35;355410;O;8412400;1;331110;101;9;43;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;33;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;350320;P;8532500;-1;234810;101;10;44;4,00;1;3;0;1;31;0;0;0;993,41;6;0;1;202112;202301;1;1;5;993,41
202108;3;35;354730;N;8291100;-1;421310;101;7;36;36,00;3;3;0;1;32;0;0;0;1140,59;8;0;1;202108;202301;1;0;5;1140,59
202108;3;35;355410;O;8412400;1;334105;101;7;56;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;9;33;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;32;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;63;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;20;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;38;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334115;101;9;30;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;29;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;411005;101;7;22;44,00;6;1;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;7;50;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355030;G;4784900;-1;415215;101;7;23;44,00;4;1;0;1;40;0;0;9;1320,00;3;0;1;202108;202301;1;0;5;1320,00
202108;3;33;330455;H;5212500;-1;783225;101;7;24;44,00;6;1;0;1;31;0;0;0;1138,73;7;0;1;202111;202301;1;1;5;1138,73
202108;3;35;355410;O;8412400;1;331110;101;8;42;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;23;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;20;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;23;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;48;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;2;23;230440;F;4221903;-1;732120;101;7;37;44,00;3;1;0;1;40;0;0;0;1860,85;8;0;1;202108;202301;1;0;5;1860,85
202108;3;35;355410;O;8412400;1;331110;101;9;41;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;35;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;334105;101;7;25;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;7;39;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;31;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;23;44,00;6;3;0;1;97;0;0;0;1538,12;2;0;1;202206;202301;1;1;5;1538,12
202108;3;35;355410;O;8412400;1;334105;101;7;21;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;3;35;355410;O;8412400;1;331110;101;9;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;24;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;2;25;250750;P;8512100;-1;234624;101;9;31;44,00;6;3;0;1;40;0;0;0;1731,40;5;0;1;202112;202301;1;1;1;7,87
202108;3;35;355410;O;8412400;1;331110;101;9;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;28;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;40;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;42;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;61;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;46;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;411005;101;7;24;44,00;6;3;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202108;4;42;420910;P;8520100;1;514325;101;5;52;44,00;6;3;0;1;97;0;0;0;1467,00;5;0;1;202108;202301;1;0;5;1467,00
202108;3;35;355410;O;8412400;1;331110;101;8;25;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;60;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;350570;M;7319002;-1;354130;106;7;32;44,00;6;1;0;1;43;0;0;9;1890,00;10;0;1;202108;202301;1;0;5;1890,00
202108;2;29;291080;N;8121400;-1;517415;101;8;49;48,00;3;1;0;1;31;0;0;0;1197,52;6;0;1;202108;202301;1;0;5;1197,52
202108;3;35;355410;O;8412400;1;331110;101;7;24;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;9;45;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;8;27;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202108;3;35;355410;O;8412400;1;331110;101;7;45;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;8;20;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;353060;J;5829800;-1;784205;101;9;22;44,00;2;1;0;1;32;0;0;0;1903,00;5;0;1;202109;202301;1;0;5;1903,00
202109;3;35;355410;O;8412400;1;331110;101;8;27;44,00;6;1;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;37;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;8;39;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;233225;101;9;24;44,00;6;3;0;1;97;0;0;0;1764,59;2;0;1;202206;202301;1;1;5;1764,59
202109;2;29;292740;J;6110803;-1;313310;101;4;20;48,00;1;1;0;1;40;0;0;0;1200,00;2;0;1;202111;202301;1;1;5;1200,00
202109;3;35;351380;N;8111700;1;992225;101;5;26;44,00;3;1;0;1;97;0;0;1;1100,00;6;0;1;202110;202301;1;1;5;1100,00
202109;3;33;330455;H;5212500;-1;783225;101;7;25;44,00;6;1;0;1;31;0;0;0;1138,73;7;0;1;202111;202301;1;1;5;1138,73
202109;3;35;355410;O;8412400;1;331110;101;7;50;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;25;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;1;13;130250;A;155505;1;621005;101;6;20;44,00;6;1;2;3;97;0;0;0;1100,00;2;0;1;202109;202301;1;0;5;1100,00
202109;2;24;240260;Q;8630504;-1;411005;101;7;20;44,00;3;3;0;1;31;0;0;0;1100,00;1;0;1;202201;202301;1;1;5;1100,00
202109;3;35;355410;O;8412400;1;331110;101;7;25;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;2;23;230440;F;4221903;-1;351605;101;7;40;44,00;1;1;0;1;40;0;0;0;2226,07;8;0;1;202109;202301;1;0;5;2226,07
202109;3;35;355410;O;8412400;1;331110;101;7;38;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;1;15;150140;C;1031700;-1;325205;101;5;33;34,50;3;1;0;1;43;0;0;0;1100,00;4;0;1;202110;202301;1;1;5;1100,00
202109;3;35;355410;O;8412400;1;331110;101;7;31;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;9;39;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;352430;P;8599601;-1;333105;101;7;40;44,00;2;1;0;1;31;0;0;0;2306,57;2;0;1;202201;202301;1;1;5;2306,57
202109;3;31;315780;F;4321500;1;717020;101;7;19;44,00;3;1;0;1;97;0;0;0;1199,00;1;0;1;202109;202301;1;0;5;1199,00
202109;3;35;355410;O;8412400;1;334115;101;7;21;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;49;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;2;29;291170;N;8011101;1;517330;101;7;35;44,00;6;1;0;1;97;0;0;0;1100,00;3;0;1;202109;202301;1;0;5;1100,00
202109;2;29;292740;H;4930202;1;414135;101;7;20;44,00;6;1;0;1;97;0;0;0;1100,00;5;0;1;202109;202301;1;0;5;1100,00
202109;3;35;355410;O;8412400;1;331110;101;7;26;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;24;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;8;23;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;59;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;5;53;530010;C;1749400;1;521110;101;6;18;41,00;3;3;0;1;97;0;0;0;1203,96;1;0;1;202109;202301;1;0;5;1203,96
202109;4;42;420540;N;8211300;-1;411010;101;7;26;44,00;6;1;0;1;31;0;0;0;3000,00;2;0;1;202109;202301;1;0;5;3000,00
202109;3;35;355410;O;8412400;1;331110;101;7;42;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;9;63;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;23;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;8;32;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;2;24;240260;Q;8630504;-1;411005;101;7;22;44,00;3;3;0;1;31;0;0;0;1100,00;1;0;1;202201;202301;1;1;5;1100,00
202109;3;35;355410;O;8412400;1;331110;101;7;20;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;53;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;2;23;230440;F;4221903;-1;632120;101;6;42;44,00;3;1;0;1;90;0;0;0;1629,88;8;0;1;202109;202301;1;0;5;1629,88
202109;3;35;355410;O;8412400;1;331110;101;7;48;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;1;13;130260;E;3811400;1;782305;101;7;47;44,00;3;1;0;1;97;0;0;0;2200,00;3;0;1;202109;202301;1;0;5;2200,00
202109;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;2;29;291170;N;8011101;1;517330;101;7;32;44,00;6;1;0;1;97;0;0;0;1100,00;3;0;1;202109;202301;1;0;5;1100,00
202109;3;35;355410;O;8412400;1;331110;101;7;39;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;33;330100;R;9312300;1;377110;101;5;20;44,00;1;1;0;1;97;0;0;9;1200,00;1;0;1;202109;202301;1;0;5;1200,00
202109;3;35;355410;O;8412400;1;331110;101;7;25;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;7;29;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;411005;101;7;44;44,00;6;1;0;1;97;0;0;0;1226,61;2;0;1;202206;202301;1;1;5;1226,61
202109;5;52;521880;N;8219999;-1;141605;101;7;29;44,00;6;1;0;1;31;0;0;0;4000,00;1;0;1;202109;202301;1;0;5;4000,00
202109;3;35;355410;O;8412400;1;331110;101;7;23;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;351605;101;7;51;44,00;6;1;0;1;97;0;0;0;2875,00;2;0;1;202206;202301;1;1;5;2875,00
202109;4;42;420320;C;1099604;-1;410235;101;9;34;44,00;6;3;0;1;40;0;0;0;2100,00;6;0;1;202109;202301;1;0;5;2100,00
202109;3;35;355410;O;8412400;1;233225;101;9;21;44,00;6;3;0;1;97;0;0;0;1764,59;2;0;1;202206;202301;1;1;5;1764,59
202109;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;331110;101;8;47;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
202109;3;35;355410;O;8412400;1;233225;101;7;21;44,00;6;3;0;1;97;0;0;0;1764,59;2;0;1;202206;202301;1;1;5;1764,59
202109;3;35;355410;O;8412400;1;331110;101;7;22;44,00;6;3;0;1;97;0;0;0;1338,12;2;0;1;202206;202301;1;1;5;1338,12
